chr1	0	20000	21761,17268,58174,25413
chr1	20000	40000	6734,5520,8185,6919
chr1	40000	60000	8482,11290,9216,22261
chr1	60000	80000	1813,4272,3082,8767
chr1	80000	100000	117236,275682,81866,136814
chr1	100000	120000	4054,33138,25937,46884
chr1	120000	140000	9714,8689,2475,3784
chr1	140000	160000	1660,2520,569,539
chr1	160000	180000	1654,1121,818,464
chr1	180000	200000	1866,2356,315,2603
chr1	200000	220000	25295,24175,42388,51618
chr1	220000	240000	11244,9039,12517,19091
chr1	240000	260000	18986,25847,22473,17039
chr1	260000	280000	7473,5894,4886,2931
chr1	280000	300000	23337,38273,9039,17005
chr1	300000	320000	17963,18117,21246,35675
chr1	320000	340000	19329,18170,5492,11274
chr1	340000	360000	2374,1922,1278,1135
chr1	360000	380000	13938,7124,21438,8868
chr1	380000	400000	27896,21017,8040,10923
chr1	400000	420000	2449,1498,1233,1218
chr1	420000	440000	8496,8916,5112,6856
chr1	440000	460000	3572,4899,1501,4864
chr1	460000	480000	14497,13860,10330,18484
chr1	480000	500000	5072,5823,2913,1773
chr1	500000	520000	34403,49018,12359,16452
chr1	520000	540000	3766,7155,3475,1330
chr1	540000	560000	7079,13434,3288,6369
chr1	560000	580000	686,922,572,356
chr1	580000	600000	6090,6589,3426,4430
chr1	600000	620000	27659,42371,7099,22333
chr1	620000	640000	5074,3752,3553,2913
chr1	640000	660000	2745,1648,2786,1339
chr1	660000	680000	7696,6212,5926,8640
chr1	680000	700000	4259,2097,5873,16927
chr1	700000	720000	4901,4113,10259,6388
chr1	720000	740000	413,398,937,133
chr1	740000	760000	13274,14977,4450,15405
chr1	760000	780000	5954,5357,1634,1823
chr1	780000	800000	5668,8917,2066,4871
chr1	800000	820000	13397,30891,14716,35577
chr1	820000	840000	30830,51876,18911,37070
chr1	840000	860000	16779,20139,18195,35673
chr1	860000	880000	4946,7471,7056,12784
chr1	880000	900000	121270,129327,152000,173142
chr1	900000	920000	2284,6584,5961,5632
chr1	920000	940000	4755,3842,2484,3168
chr1	940000	960000	11149,9374,11076,6576
chr1	960000	980000	14069,8953,7033,6957
chr1	980000	1000000	35357,14719,14515,12611
chr1	1000000	1020000	67950,20693,37837,26867
chr1	1020000	1040000	3990,1164,3576,4999
chr1	1040000	1060000	8735,11803,5700,9835
chr1	1060000	1080000	6041,8819,4153,4896
chr1	1080000	1100000	4644,2911,1856,3482
chr1	1100000	1120000	48888,41033,12693,12878
chr1	1120000	1140000	15792,6847,8573,7707
chr1	1140000	1160000	14887,16629,15325,18872
chr1	1160000	1180000	4888,2800,3595,2266
chr1	1180000	1200000	34102,6966,1665,3958
chr1	1200000	1220000	3268,3776,2833,2697
chr1	1220000	1240000	4450,4157,4530,4044
chr1	1240000	1260000	6127,4687,19624,13533
chr1	1260000	1280000	3540,2550,4000,4992
chr1	1280000	1300000	349,641,191,395
chr1	1300000	1320000	7647,9078,3321,3657
chr1	1320000	1340000	9877,15630,7835,15191
chr1	1340000	1360000	10057,9008,11439,8543
chr1	1360000	1380000	22125,16776,15950,22533
chr1	1380000	1400000	5756,7033,5020,3411
chr1	1400000	1420000	4453,3323,13097,7003
chr1	1420000	1440000	4123,4174,5938,5634
chr1	1440000	1460000	6559,2973,8212,11052
chr1	1460000	1480000	4016,5159,2265,3867
chr1	1480000	1500000	11601,17578,15476,12151
chr1	1500000	1520000	10238,6801,7337,15892
chr1	1520000	1540000	11506,9957,12007,19061
chr1	1540000	1560000	8226,2934,3318,4013
chr1	1560000	1580000	13131,18044,18016,20808
chr1	1580000	1600000	33894,47776,18413,31502
chr1	1600000	1620000	3474,4804,4874,4595
chr1	1620000	1640000	13444,10180,8307,22550
chr1	1640000	1660000	4593,3551,5273,2444
chr1	1660000	1680000	15027,17426,6171,20513
chr1	1680000	1700000	12650,12964,12622,14551
chr1	1700000	1720000	11193,6676,10338,2341
chr1	1720000	1740000	3734,3529,2965,3778
chr1	1740000	1760000	2739,1010,846,618
chr1	1760000	1780000	3223,3190,4255,24957
chr1	1780000	1800000	6998,9693,6286,7785
chr1	1800000	1820000	12222,17639,7302,14502
chr1	1820000	1840000	12667,11587,3800,11527
chr1	1840000	1860000	15470,20271,9382,19740
chr1	1860000	1880000	12143,13114,9762,4745
chr1	1880000	1900000	13390,28568,12897,14831
chr1	1900000	1920000	16826,18509,22821,30295
chr1	1920000	1940000	2177,2998,1970,1104
chr1	1940000	1960000	13084,18660,7488,9406
chr1	1960000	1980000	19758,29669,22663,37164
chr1	1980000	2000000	18287,11272,20114,13743
chr1	2000000	2020000	6638,6964,7084,8898
chr1	2020000	2040000	13659,23229,10503,18771
chr1	2040000	2060000	12546,16023,15876,14749
chr1	2060000	2080000	4629,2036,1658,928
chr1	2080000	2100000	3842,4430,2694,4377
chr1	2100000	2120000	20579,18054,21026,13567
chr1	2120000	2140000	4724,6533,10544,6481
chr1	2140000	2160000	9150,7135,7387,10522
chr1	2160000	2180000	8802,8000,6993,8876
chr1	2180000	2200000	19881,16316,6602,12697
chr1	2200000	2220000	8190,5051,8300,7718
chr1	2220000	2240000	12276,9528,7112,7559
chr1	2240000	2260000	61187,74210,33471,37850
chr1	2260000	2280000	13904,15738,19922,18740
chr1	2280000	2300000	59159,16524,8793,19815
chr1	2300000	2320000	10132,10518,4669,16963
chr1	2320000	2340000	14251,12398,28433,20463
chr1	2340000	2360000	3875,4746,2641,3472
chr1	2360000	2380000	11958,13306,6200,9703
chr1	2380000	2400000	25693,21705,16142,37931
chr1	2400000	2420000	32528,17694,27776,13123
chr1	2420000	2440000	23470,14730,19106,18172
chr1	2440000	2460000	18229,10187,8448,3218
chr1	2460000	2480000	2455,331,427,252
chr1	2480000	2500000	1774,2272,1603,1162
chr1	2500000	2520000	6001,5556,16817,7375
chr1	2520000	2540000	12610,19588,19240,23159
chr1	2540000	2560000	10824,16299,3346,5658
chr1	2560000	2580000	10370,11677,5861,7871
chr1	2580000	2600000	31386,46230,19096,13912
chr1	2600000	2620000	10624,11864,7480,14630
chr1	2620000	2640000	8499,4838,5123,2246
chr1	2640000	2660000	28850,48708,4979,11141
chr1	2660000	2680000	4305,4101,3100,3176
chr1	2680000	2700000	7742,5792,7152,4523
chr1	2700000	2720000	9088,5438,4841,10147
chr1	2720000	2740000	20912,14866,28785,23728
chr1	2740000	2760000	16579,19090,37880,54903
chr1	2760000	2780000	5409,7127,8565,8211
chr1	2780000	2800000	7194,8324,4945,7084
chr1	2800000	2820000	15698,20558,5787,10036
chr1	2820000	2840000	5870,2961,2271,2540
chr1	2840000	2860000	7330,6415,3923,4746
chr1	2860000	2880000	35974,19048,23212,19657
chr1	2880000	2900000	49910,33717,48171,37103
chr1	2900000	2920000	36408,63543,42733,85206
chr1	2920000	2940000	34381,35150,33414,23077
chr1	2940000	2960000	14185,8775,14968,11436
chr1	2960000	2980000	5380,3024,3704,2308
chr1	2980000	3000000	2381,4321,2064,3576
chr1	3000000	3020000	14691,8456,8230,25163
chr1	3020000	3040000	8111,7537,5135,6078
chr1	3040000	3060000	2564,1126,2937,2546
chr1	3060000	3080000	27429,33992,31552,28421
chr1	3080000	3100000	8900,19528,14417,26357
chr1	3100000	3120000	23725,33879,31244,62382
chr1	3120000	3140000	32034,36559,41299,56324
chr1	3140000	3160000	76886,88783,66019,53108
chr1	3160000	3180000	12915,22008,13185,17907
chr1	3180000	3200000	3249,1441,3969,3819
chr1	3200000	3220000	17642,12502,12235,14219
chr1	3220000	3240000	15489,13025,11311,17625
chr1	3240000	3260000	11780,9946,8174,12693
chr1	3260000	3280000	34709,24882,18737,6351
chr1	3280000	3300000	3554,2636,2557,1011
chr1	3300000	3320000	4547,5346,1953,4633
chr1	3320000	3340000	8015,11532,31099,32434
chr1	3340000	3360000	67183,73864,50357,57365
chr1	3360000	3380000	19521,120264,40488,114689
chr1	3380000	3400000	10220,19850,14376,28358
chr1	3400000	3420000	7532,5431,5977,2871
chr1	3420000	3440000	96732,116644,73936,89120
chr1	3440000	3460000	5373,3078,5258,1265
chr1	3460000	3480000	24221,13479,5924,3068
chr1	3480000	3500000	23184,29644,14446,4582
chr1	3500000	3520000	4688,2976,3709,2762
chr1	3520000	3540000	4568,1940,3836,2684
chr1	3540000	3560000	4812,3197,7296,612
chr1	3560000	3580000	12430,8808,8072,7046
chr1	3580000	3600000	126697,85865,74932,106466
chr1	3600000	3620000	58164,85017,77351,94409
chr1	3620000	3640000	15912,14494,26417,25514
chr1	3640000	3660000	7334,8780,26527,9057
chr1	3660000	3680000	6724,6127,22384,6865
chr1	3680000	3700000	4267,4377,18828,22986
chr1	3700000	3720000	17913,17683,11511,33813
chr1	3720000	3740000	22484,23227,19245,29558
chr1	3740000	3760000	8906,8361,10834,16564
chr1	3760000	3780000	7066,5473,9676,8165
chr1	3780000	3800000	5195,3492,8110,1947
chr1	3800000	3820000	14071,14756,12975,20345
chr1	3820000	3840000	7598,7891,15369,6915
chr1	3840000	3860000	17487,19787,14088,4388
chr1	3860000	3880000	13881,11565,14573,9869
chr1	3880000	3900000	10463,12210,13620,12951
chr1	3900000	3920000	5009,1893,4531,3042
chr1	3920000	3940000	18630,5164,6971,1966
chr1	3940000	3960000	6724,8251,3679,4876
chr1	3960000	3980000	916,715,823,406
chr1	3980000	4000000	4772,2897,2194,1458
chr1	4000000	4020000	833,593,150,132
chr1	4020000	4040000	2534,3837,3227,3427
chr1	4040000	4060000	4219,6087,3882,3811
chr1	4060000	4080000	3883,3840,2777,1246
chr1	4080000	4100000	10766,8561,15892,7891
chr1	4100000	4120000	2413,2272,2195,1125
chr1	4120000	4140000	44598,58317,254447,47365
chr1	4140000	4160000	5890,4066,3793,3975
chr1	4160000	4180000	19915,7006,6153,7973
chr1	4180000	4200000	2547,1127,2054,1497
chr1	4200000	4220000	87507,62814,58664,42947
chr1	4220000	4240000	23090,9549,33955,16342
chr1	4240000	4260000	6210,5448,23630,8238
chr1	4260000	4280000	22219,10360,33824,12382
chr1	4280000	4300000	6963,5333,7737,4818
chr1	4300000	4320000	34206,27956,21163,12809
chr1	4320000	4340000	12514,8514,46008,18254
chr1	4340000	4360000	9307,3547,22463,5165
chr1	4360000	4380000	6590,5181,6823,4773
chr1	4380000	4400000	5970,17074,21186,18691
chr1	4400000	4420000	5147,5924,10907,6206
chr1	4420000	4440000	13026,13266,24697,15895
chr1	4440000	4460000	16442,3673,13816,4182
chr1	4460000	4480000	11125,8989,8716,12030
chr1	4480000	4500000	11438,6443,5739,9554
chr1	4500000	4520000	11566,5067,7389,5065
chr1	4520000	4540000	6714,5472,8430,6475
chr1	4540000	4560000	3531,1960,3452,1987
chr1	4560000	4580000	10525,9851,7440,6275
chr1	4580000	4600000	25533,12850,2001,4920
chr1	4600000	4620000	17,7,10,13
chr1	4620000	4640000	7,2,4,21
chr1	4640000	4660000	4,3,4,9
chr1	4660000	4680000	3,0,2,9
chr1	4680000	4700000	2,0,2,1
chr1	4700000	4720000	4,1,4,1
chr1	4720000	4740000	0,1,4,5
chr1	4740000	4760000	1,2,3,3
chr1	4760000	4780000	5,2,17,17
chr1	4780000	4800000	11982,13382,11032,17239
chr1	4800000	4820000	13782,12930,11372,12557
chr1	4820000	4840000	39974,32085,21767,6097
chr1	4840000	4860000	8612,13546,5306,15982
chr1	4860000	4880000	7921,11989,10956,14420
chr1	4880000	4900000	31380,23996,16299,13169
chr1	4900000	4920000	32408,42796,33126,50019
chr1	4920000	4940000	8072,11183,7439,14159
chr1	4940000	4960000	11962,12822,29465,27750
chr1	4960000	4980000	17104,31419,22265,29132
chr1	4980000	5000000	8415,4539,4694,5941
chr1	5000000	5020000	9403,7946,5186,5256
chr1	5020000	5040000	18437,14317,82497,73418
chr1	5040000	5060000	10406,12451,10177,17575
chr1	5060000	5080000	5201,2254,5321,5688
chr1	5080000	5100000	5295,10228,3596,11605
chr1	5100000	5120000	20712,15803,15896,22733
chr1	5120000	5140000	9632,18382,16905,30552
chr1	5140000	5160000	5237,7282,3099,5427
chr1	5160000	5180000	8323,17779,12105,39935
chr1	5180000	5200000	18783,29926,8992,19214
chr1	5200000	5220000	30640,51174,12362,25350
chr1	5220000	5240000	10150,20472,6440,17428
chr1	5240000	5260000	35569,58509,17451,31572
chr1	5260000	5280000	4332,1673,2043,1119
chr1	5280000	5300000	12341,5205,16399,8015
chr1	5300000	5320000	3027,1820,2787,1858
chr1	5320000	5340000	33550,21270,88369,69471
chr1	5340000	5360000	73748,96326,82285,91730
chr1	5360000	5380000	14789,20346,4599,3294
chr1	5380000	5400000	15108,10645,6548,3212
chr1	5400000	5420000	35008,20243,11884,13963
chr1	5420000	5440000	3595,4460,3818,4007
chr1	5440000	5460000	43385,51733,35055,53943
chr1	5460000	5480000	65712,65231,29500,31553
chr1	5480000	5500000	12861,14584,6803,16653
chr1	5500000	5520000	6131,4946,4835,5704
chr1	5520000	5540000	10976,29185,14841,39933
chr1	5540000	5560000	4714,7014,4830,4744
chr1	5560000	5580000	18350,23191,16597,7452
chr1	5580000	5600000	10769,10274,10551,9283
chr1	5600000	5620000	14234,12117,12579,12207
chr1	5620000	5640000	12485,8109,4469,3162
chr1	5640000	5660000	13090,21548,7174,10695
chr1	5660000	5680000	36406,88421,39374,77714
chr1	5680000	5700000	7462,13640,4339,5652
chr1	5700000	5720000	13503,10596,14223,7102
chr1	5720000	5740000	15302,11687,22386,19979
chr1	5740000	5760000	21326,11956,75168,139839
chr1	5760000	5780000	10953,12902,24425,29019
chr1	5780000	5800000	8104,9446,16591,13011
chr1	5800000	5820000	23195,22259,15243,19667
chr1	5820000	5840000	11701,20102,4852,10300
chr1	5840000	5860000	10706,21398,8061,16839
chr1	5860000	5880000	19329,23539,13926,18981
chr1	5880000	5900000	7578,8394,59596,117931
chr1	5900000	5920000	4085,2577,5112,3894
chr1	5920000	5940000	13136,12012,4904,8060
chr1	5940000	5960000	16957,8684,13149,7438
chr1	5960000	5980000	9088,2699,4374,4596
chr1	5980000	6000000	14509,14066,7836,8644
chr1	6000000	6020000	24263,32288,11900,22298
chr1	6020000	6040000	11966,21546,8761,16712
chr1	6040000	6060000	25031,36669,17908,54178
chr1	6060000	6080000	25511,43543,14147,21359
chr1	6080000	6100000	5603,8088,4489,7378
chr1	6100000	6120000	8537,15373,4419,16108
chr1	6120000	6140000	37545,51080,13228,44441
chr1	6140000	6160000	15091,6115,5544,4870
chr1	6160000	6180000	5207,1091,2013,585
chr1	6180000	6200000	10929,4948,30840,11191
chr1	6200000	6220000	54414,48967,93222,45177
chr1	6220000	6240000	26896,31605,12043,14123
chr1	6240000	6260000	5739,7719,7511,9390
chr1	6260000	6280000	32209,25472,18236,13648
chr1	6280000	6300000	10539,12733,14906,26198
chr1	6300000	6320000	6418,2368,4086,2759
chr1	6320000	6340000	416,1790,1271,3402
chr1	6340000	6360000	12396,16310,22764,21395
chr1	6360000	6380000	19119,20099,33993,34377
chr1	6380000	6400000	29494,25416,74612,35554
chr1	6400000	6420000	9407,5122,12502,9851
chr1	6420000	6440000	10314,8179,9977,2683
chr1	6440000	6460000	93134,90838,75181,57131
chr1	6460000	6480000	25104,20224,5780,3409
chr1	6480000	6500000	9817,15034,15061,30119
chr1	6500000	6520000	8253,9170,8000,8162
chr1	6520000	6540000	2150,1959,1944,3858
chr1	6540000	6560000	11110,19749,9477,11462
chr1	6560000	6580000	76339,113636,21259,14514
chr1	6580000	6600000	17122,23263,22420,39225
chr1	6600000	6620000	53660,62441,25417,12491
chr1	6620000	6640000	51577,53679,23163,34725
chr1	6640000	6660000	4771,6854,2784,3205
chr1	6660000	6680000	393,1488,254,176
chr1	6680000	6700000	496,1536,605,572
chr1	6700000	6720000	4843,8510,1948,4380
chr1	6720000	6740000	4242,2773,4088,1853
chr1	6740000	6760000	4968,1512,3536,679
chr1	6760000	6780000	10344,2953,8256,1893
chr1	6780000	6800000	27813,49894,9165,20272
chr1	6800000	6820000	18152,35793,34070,50734
chr1	6820000	6840000	23221,19059,6211,11658
chr1	6840000	6860000	9359,20673,27483,45615
chr1	6860000	6880000	11931,35975,33124,35600
chr1	6880000	6900000	16630,22298,19364,29008
chr1	6900000	6920000	11396,9575,9148,9053
chr1	6920000	6940000	3266,6146,3424,3308
chr1	6940000	6960000	55008,30098,80371,48972
chr1	6960000	6980000	4021,5211,3762,8895
chr1	6980000	7000000	3563,3232,3907,5309
chr1	7000000	7020000	3544,1408,1600,1337
chr1	7020000	7040000	475,435,640,71
chr1	7040000	7060000	8324,3990,6439,3017
chr1	7060000	7080000	18609,24077,23669,64618
chr1	7080000	7100000	9926,9849,5207,6451
chr1	7100000	7120000	4586,2600,2533,1030
chr1	7120000	7140000	11434,3590,7132,2182
chr1	7140000	7160000	18282,5280,6259,7178
chr1	7160000	7180000	2494,731,2995,391
chr1	7180000	7200000	3129,6253,33571,64272
chr1	7200000	7220000	1390,604,1538,965
chr1	7220000	7240000	5519,1558,2527,1383
chr1	7240000	7260000	1578,1651,708,983
chr1	7260000	7280000	4490,5010,1802,2379
chr1	7280000	7300000	821,314,269,652
chr1	7300000	7320000	60621,39219,3695,3686
chr1	7320000	7340000	2367,2485,959,5732
chr1	7340000	7360000	4851,13328,2678,4966
chr1	7360000	7380000	13021,3107,12713,2641
chr1	7380000	7400000	6467,2648,3287,1440
chr1	7400000	7420000	2241,3443,2014,3792
chr1	7420000	7440000	20800,30358,13603,25656
chr1	7440000	7460000	46681,54744,14873,36746
chr1	7460000	7476621	4177,7333,5751,10023
chr2	0	20000	11439,21526,2858,5260
chr2	20000	40000	67531,69625,53779,40205
chr2	40000	60000	6455,8415,6144,3626
chr2	60000	80000	58092,38025,38464,33041
chr2	80000	100000	28769,19143,19904,16051
chr2	100000	120000	31136,46084,22103,37897
chr2	120000	140000	9743,4779,2931,791
chr2	140000	160000	24752,13494,13393,6604
chr2	160000	180000	8396,1873,5694,1257
chr2	180000	200000	2402,1392,1941,1071
chr2	200000	220000	71779,84294,46774,63226
chr2	220000	240000	4258,2969,4405,3245
chr2	240000	260000	6964,6946,7588,11186
chr2	260000	280000	8658,8991,4367,9419
chr2	280000	300000	27484,29641,23707,31370
chr2	300000	320000	400023,148826,156734,42165
chr2	320000	340000	49578,24791,26035,10462
chr2	340000	360000	22078,19238,31866,25196
chr2	360000	380000	11445,10849,4827,9200
chr2	380000	400000	8505,8627,3542,8534
chr2	400000	420000	13208,5691,6073,6667
chr2	420000	440000	10242,7941,18062,37640
chr2	440000	460000	6867,11116,4157,7556
chr2	460000	480000	16089,13465,8660,5270
chr2	480000	500000	11154,11567,9134,9447
chr2	500000	520000	2691,1804,3919,1496
chr2	520000	540000	12989,15717,13646,9897
chr2	540000	560000	6671,5535,7380,6260
chr2	560000	580000	6435,4245,4398,6300
chr2	580000	600000	13788,24539,19628,28650
chr2	600000	620000	9528,5380,25387,6422
chr2	620000	640000	5334,7431,4716,5227
chr2	640000	660000	6721,2345,2203,540
chr2	660000	680000	14720,7154,21433,14272
chr2	680000	700000	13643,10084,8632,12512
chr2	700000	720000	6365,4423,1772,8905
chr2	720000	740000	100751,139547,38441,49050
chr2	740000	760000	2397,1590,1067,921
chr2	760000	780000	795,830,139,248
chr2	780000	800000	4426,3426,1652,1728
chr2	800000	820000	4912,2768,7131,4940
chr2	820000	840000	6855,4405,5564,2860
chr2	840000	860000	1997,1100,1456,827
chr2	860000	880000	989,1224,1759,1960
chr2	880000	900000	21898,26585,9675,16845
chr2	900000	920000	4795,4237,15400,9783
chr2	920000	940000	59694,52643,36668,46490
chr2	940000	960000	27468,32854,14910,23906
chr2	960000	980000	21447,25992,20340,14375
chr2	980000	1000000	14415,28227,9571,23418
chr2	1000000	1020000	6844,12645,2847,5998
chr2	1020000	1040000	8337,13583,5543,8764
chr2	1040000	1060000	21494,14601,5431,11857
chr2	1060000	1080000	76378,46600,108193,44073
chr2	1080000	1100000	25699,17812,30502,11725
chr2	1100000	1120000	8242,4063,14086,2761
chr2	1120000	1140000	37367,37325,44657,49782
chr2	1140000	1160000	51641,71007,52064,55323
chr2	1160000	1180000	57043,36937,45276,35583
chr2	1180000	1200000	5413,2992,2803,1600
chr2	1200000	1220000	46209,29529,65137,37724
chr2	1220000	1240000	2917,1375,10132,3265
chr2	1240000	1260000	11099,7807,40524,10404
chr2	1260000	1280000	31818,37157,143036,118212
chr2	1280000	1300000	8276,7276,41313,17194
chr2	1300000	1320000	9195,7558,6656,8113
chr2	1320000	1340000	23251,24403,22940,35990
chr2	1340000	1360000	17434,23645,10125,30382
chr2	1360000	1380000	28608,38380,20115,39074
chr2	1380000	1400000	20380,27902,10798,11246
chr2	1400000	1420000	19263,17843,14282,19287
chr2	1420000	1440000	23582,22498,19238,16574
chr2	1440000	1460000	31044,39964,61621,40001
chr2	1460000	1480000	31952,40650,31518,34385
chr2	1480000	1500000	6057,7029,2983,10118
chr2	1500000	1520000	69223,31785,50924,20317
chr2	1520000	1540000	7001,9118,32426,24866
chr2	1540000	1560000	5030,4992,8623,7533
chr2	1560000	1580000	47613,36242,24489,31907
chr2	1580000	1600000	4770,10118,21661,26366
chr2	1600000	1620000	4708,4853,4725,4207
chr2	1620000	1640000	19867,21252,24930,33070
chr2	1640000	1660000	18095,15936,34647,27612
chr2	1660000	1680000	2765,2172,3952,2428
chr2	1680000	1700000	9713,3169,5776,3909
chr2	1700000	1720000	6972,6471,6597,8435
chr2	1720000	1740000	3312,5214,2148,2875
chr2	1740000	1760000	11827,8788,5757,11812
chr2	1760000	1780000	46012,38217,34024,43771
chr2	1780000	1800000	19609,19263,20920,23923
chr2	1800000	1820000	3981,2328,3294,1060
chr2	1820000	1840000	12998,20514,18776,36517
chr2	1840000	1860000	5671,6285,2807,2488
chr2	1860000	1880000	14726,54715,20298,38693
chr2	1880000	1900000	25661,28031,5131,20288
chr2	1900000	1920000	8084,9065,4060,9823
chr2	1920000	1940000	12185,23966,10225,28785
chr2	1940000	1960000	19793,20847,41831,23590
chr2	1960000	1980000	11304,14864,29250,11736
chr2	1980000	2000000	5470,5040,4595,6592
chr2	2000000	2020000	26481,41080,13831,24018
chr2	2020000	2040000	4864,3014,5072,3786
chr2	2040000	2060000	11235,8088,7052,10948
chr2	2060000	2080000	8470,5244,19182,16451
chr2	2080000	2100000	12674,8562,6115,6906
chr2	2100000	2120000	9398,10004,15297,17019
chr2	2120000	2140000	8410,7788,12061,13166
chr2	2140000	2160000	12912,8440,8180,17120
chr2	2160000	2180000	7863,8496,16861,45797
chr2	2180000	2200000	18222,15936,13175,3598
chr2	2200000	2220000	8664,9033,8218,7630
chr2	2220000	2240000	31009,32452,8673,7821
chr2	2240000	2260000	17885,11399,9180,10805
chr2	2260000	2280000	5160,2583,3591,1601
chr2	2280000	2300000	194,205,262,222
chr2	2300000	2320000	6023,10018,11826,8448
chr2	2320000	2340000	580,630,610,150
chr2	2340000	2360000	5581,9702,7817,11160
chr2	2360000	2380000	11773,19968,43231,23340
chr2	2380000	2400000	6018,2378,7286,5128
chr2	2400000	2420000	7144,8172,5020,4877
chr2	2420000	2440000	39709,36775,28983,26140
chr2	2440000	2460000	47634,64867,19006,25299
